name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Lagos,Nigeria",2017-01-25,35,24.6,28.9,40.6,24.6,32.1,23.5,74.1,0,0,0,,0,0,,18.4,184.5,1011.6,41.3,8.2,175.8,15.4,6,,2017-01-25T07:04:08,2017-01-25T18:53:32,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-01-26,35,25,29,40.6,25,32.7,24.1,76.6,0,0,0,,0,0,25.9,14.8,225.4,1012.3,49.5,7.4,182,16,6,,2017-01-26T07:04:14,2017-01-26T18:53:52,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"Lagos,Nigeria",2017-01-27,35,26,29.3,40.6,26,33.9,24.6,77.5,0,0,0,,0,0,13,20.5,193.3,1012.9,52.8,9,136.9,11.7,5,,2017-01-27T07:04:19,2017-01-27T18:54:12,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-01-28,34,25.1,29.1,42,25.1,33.6,24.8,79.1,0,0,0,,0,0,,14.8,240.7,1012.2,41.8,8.7,140.4,12,5,,2017-01-28T07:04:23,2017-01-28T18:54:31,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"Lagos,Nigeria",2017-01-29,34,25.9,29.1,40.6,25.9,33.9,25,79.6,0,0,0,,0,0,,18.4,212.6,1011.6,55.3,8.9,165.8,14.3,6,,2017-01-29T07:04:26,2017-01-29T18:54:50,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,65201099999"
"Lagos,Nigeria",2017-01-30,34,26,28.9,42,26,34.2,25.4,82.2,1,100,4.17,rain,0,0,,14.8,217.6,1011.1,56.2,8.5,139.8,11.9,5,,2017-01-30T07:04:28,2017-01-30T18:55:07,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"DNMM,65201099999"
"Lagos,Nigeria",2017-01-31,33,25,28.3,40.8,25,32.6,24.7,81.6,0,0,0,,0,0,,14.8,230.7,1010.7,58.3,7.5,106.9,9.2,4,,2017-01-31T07:04:29,2017-01-31T18:55:24,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-01,32,26,27.9,40.6,26,31.7,24.6,82.8,0,0,0,,0,0,,22,198,1010.7,47.1,6.3,129.2,11.2,5,,2017-02-01T07:04:29,2017-02-01T18:55:41,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-02,34.2,25,29.2,40.6,25,33.6,24.6,77.6,0,0,0,,0,0,16.6,19.4,230.2,1011.5,67.5,8.8,206,17.8,8,,2017-02-02T07:04:28,2017-02-02T18:55:56,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-03,33,23.5,28.8,40.6,23.5,33.2,24.9,80.2,0,0,0,,0,0,,18.4,188.2,1010.9,50.8,9.7,166,14.2,6,,2017-02-03T07:04:26,2017-02-03T18:56:11,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-04,34,25.8,29.1,42,25.8,33.6,24.8,78.8,0,0,0,,0,0,,16.6,178.4,1010.8,47,8.3,162.4,14.2,6,,2017-02-04T07:04:24,2017-02-04T18:56:26,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-05,34,25.9,29.3,43.5,25.9,34.7,25.6,81.5,0.1,100,4.17,rain,0,0,16.6,16.6,206.4,1009.5,49.9,8.2,195.2,17,7,,2017-02-05T07:04:20,2017-02-05T18:56:39,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65210099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-06,36,26.8,30,43.3,30.5,36.2,25.5,78.4,0,0,0,,0,0,,17.3,214.7,1009.7,53,7.8,135.7,11.6,5,,2017-02-06T07:04:15,2017-02-06T18:56:52,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-07,36,26.8,30,42,30.7,36.1,25.4,78,0,0,0,,0,0,,13.2,227.4,1008.8,46.7,7.3,94.4,8.2,3,,2017-02-07T07:04:10,2017-02-07T18:57:04,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999"
"Lagos,Nigeria",2017-02-08,33.1,26.8,29.2,39.2,30.6,35.1,25.5,81.1,1,100,4.17,rain,0,0,,11.2,192,1008.7,51.2,7.6,78.4,7,3,,2017-02-08T07:04:03,2017-02-08T18:57:16,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,65201099999"
"Lagos,Nigeria",2017-02-09,32,26,28.6,39.2,26,33.5,25.4,83.5,8,100,4.17,rain,0,0,,11.2,198.1,1009,47.9,7.6,149.9,12.8,6,,2017-02-09T07:03:56,2017-02-09T18:57:26,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65210099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-10,34,26,29.1,42,26,34,25.2,80.8,0,0,0,,0,0,,13,224.4,1008.4,41.4,6.7,108.5,9.4,4,,2017-02-10T07:03:48,2017-02-10T18:57:36,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999"
"Lagos,Nigeria",2017-02-11,34,26,29.3,42,26,34.8,25.4,80.4,0,0,0,,0,0,,18.4,206.1,1008.6,50.6,7.4,120.5,10.3,4,,2017-02-11T07:03:39,2017-02-11T18:57:46,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,65201099999"
"Lagos,Nigeria",2017-02-12,32.8,26.9,29,40.7,30.9,35.1,25.9,84.1,3,100,4.17,rain,0,0,,18.2,185.8,1007.7,47.9,7.5,157.4,13.4,6,,2017-02-12T07:03:29,2017-02-12T18:57:54,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,65213099999,DNMM,65201099999"
"Lagos,Nigeria",2017-02-13,36,26.9,29.4,42,30.6,34.9,25.2,79.9,4,100,4.17,rain,0,0,,14.8,185.9,1008.3,46.7,7.7,197.9,17.3,7,,2017-02-13T07:03:18,2017-02-13T18:58:02,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65210099999,DNMM,65201099999"
"Lagos,Nigeria",2017-02-14,35,26,29.4,40.8,26,34.3,24.9,78.8,0,0,0,,0,0,,14.8,227.8,1009,44.6,6.6,166.8,14.4,6,,2017-02-14T07:03:07,2017-02-14T18:58:10,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,65201099999"
"Lagos,Nigeria",2017-02-15,35,26,29.4,41.9,26,35,25.5,80.8,0,0,0,,0,0,,16.2,180.8,1010.2,49.4,5.5,129.3,11.2,6,,2017-02-15T07:02:54,2017-02-15T18:58:16,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-16,34,26,29.3,40.6,26,34.2,25.1,79.6,0,0,0,,0,0,,18.4,204.4,1011.2,52.1,5.4,110.8,9.6,5,,2017-02-16T07:02:41,2017-02-16T18:58:22,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,65213099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-17,34,25,28.6,34.6,25,30.6,21.5,69.3,0,0,0,,0,0,20.5,18.4,158.8,1011.9,46.1,3.3,134.8,11.7,5,,2017-02-17T07:02:27,2017-02-17T18:58:28,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65210099999,DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-18,34,27,28.7,35.1,27.9,30.7,20.3,62.9,0,0,0,,0,0,,24.1,111.9,,64.4,2,106.6,9.1,4,,2017-02-18T07:02:12,2017-02-18T18:58:32,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-19,29.1,22,27.1,31.1,22,28.1,19.3,63.3,0,0,0,,0,0,,13.3,111.7,,55.7,2,186.7,16.3,7,,2017-02-19T07:01:57,2017-02-19T18:58:36,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-20,28.8,27.4,28.4,32.6,29.2,32.1,23.5,75.2,0,0,0,,0,0,,13,162.1,1013.5,68.3,1,171.7,14.9,6,,2017-02-20T07:01:41,2017-02-20T18:58:40,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,65201099999"
"Lagos,Nigeria",2017-02-21,33.9,27,27.9,39.8,31,32,24.6,82.5,0,0,0,,0,0,,16.6,201.1,1007.5,69.8,3,203.8,17.5,7,,2017-02-21T07:01:24,2017-02-21T18:58:43,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"DNMM,remote,65201099999"
"Lagos,Nigeria",2017-02-22,28.9,27.6,28.1,35.2,31.6,32.7,24.9,83.1,0,0,0,,0,0,,18.7,204.3,1010.7,80.9,8,176.4,15.2,7,,2017-02-22T07:01:06,2017-02-22T18:58:45,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"remote,65201099999"
"Lagos,Nigeria",2017-02-23,28.5,27.9,28.2,33.9,32.7,33.4,25.5,85.2,0,0,0,,,,,20.2,218,,87,,146.9,12.7,5,,2017-02-23T07:00:48,2017-02-23T18:58:47,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Lagos,Nigeria",2017-02-24,28.8,28.2,28.5,34.6,33.4,34,25.6,84.8,0,0,0,,,,,22,215.6,,77.3,,144.8,12.5,5,,2017-02-24T07:00:29,2017-02-24T18:58:48,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Lagos,Nigeria",2017-02-25,28.6,28.3,28.5,34.7,33.6,34.1,25.7,85,0,0,0,,,,,21.2,217.4,,79.2,,93.8,8,4,,2017-02-25T07:00:09,2017-02-25T18:58:49,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Lagos,Nigeria",2017-02-26,28.5,28,28.2,34.5,32.6,33.5,25.5,85,0,0,0,,,,,22,221.3,,93.4,,74.5,6.6,3,,2017-02-26T06:59:49,2017-02-26T18:58:49,1,Overcast,Cloudy skies throughout the day.,cloudy,remote
"Lagos,Nigeria",2017-02-27,28.6,28.1,28.4,34,33.3,33.6,25.4,83.8,0,0,0,,,,,19.1,240.1,,76.5,,109.4,9.6,4,,2017-02-27T06:59:28,2017-02-27T18:58:48,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Lagos,Nigeria",2017-02-28,28.6,28.2,28.4,34.7,33.4,34,25.6,84.8,0,0,0,,,,,23.4,224.1,,76.3,,114.8,9.9,4,,2017-02-28T06:59:07,2017-02-28T18:58:48,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Lagos,Nigeria",2017-03-01,28.6,28.3,28.5,34.8,33.8,34.3,25.8,85.7,0,0,0,,,,,24.5,216.9,,81.6,,96.5,8.3,4,,2017-03-01T06:58:45,2017-03-01T18:58:46,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Lagos,Nigeria",2017-03-02,28.7,26.2,28.3,34.5,26.2,33.4,25.7,86.1,2.5,100,87.5,rain,0,0,,21.6,228.6,1011.1,71.3,6.5,138.1,12,5,,2017-03-02T06:58:22,2017-03-02T18:58:44,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"remote,65201099999"
"Lagos,Nigeria",2017-03-03,28.6,28.3,28.5,34.8,34,34.5,26,86.6,3.3,100,100,rain,,,,22.3,226.5,,67,,115.9,10,4,,2017-03-03T06:57:59,2017-03-03T18:58:42,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-04,28.8,28.2,28.5,35,33.7,34.3,25.9,85.7,2.6,100,100,rain,,,,20.5,210.7,,68.2,,127.1,10.9,4,,2017-03-04T06:57:36,2017-03-04T18:58:40,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-05,28.8,28.1,28.4,35.1,33.5,34.2,25.9,86.3,1.8,100,75,rain,,,,20.9,220.1,,77.1,,120.1,10.3,4,,2017-03-05T06:57:12,2017-03-05T18:58:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-06,29,28.6,28.8,35.9,34.7,35.2,26.2,86,3.9,100,100,rain,,,,22,228.4,,63.1,,141.3,12.2,5,,2017-03-06T06:56:47,2017-03-06T18:58:33,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-07,28.9,28.2,28.6,34.7,33.4,34.2,25.6,83.9,4.9,100,100,rain,,,,23.8,234.7,,73.3,,142.5,12.4,6,,2017-03-07T06:56:22,2017-03-07T18:58:29,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-08,29,28.6,28.8,35.1,34.1,34.6,25.6,82.7,3.7,100,100,rain,,,,23,222.4,,84.9,,128.9,11.1,4,,2017-03-08T06:55:57,2017-03-08T18:58:25,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-09,28.9,28.5,28.7,35.1,34.4,34.9,25.9,84.7,5,100,100,rain,,,,21.2,217.3,,79.2,,98.8,8.5,3,,2017-03-09T06:55:31,2017-03-09T18:58:20,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-10,28.8,28,28.5,34.9,33.1,34.2,25.7,84.4,3.2,100,95.83,rain,,,,19.1,212.7,,70.5,,157.6,13.8,6,,2017-03-10T06:55:05,2017-03-10T18:58:16,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-11,28.6,27.9,28.3,33.9,32.6,33.3,25.2,83.6,4.8,100,95.83,rain,,,,22,221.7,,83.5,,118.5,10.4,4,,2017-03-11T06:54:39,2017-03-11T18:58:10,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-12,28.6,28.3,28.4,33.5,32.9,33.2,24.9,81,0.2,100,4.17,rain,,,,20.9,200.8,,78.1,,158.2,13.8,6,,2017-03-12T06:54:12,2017-03-12T18:58:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
"Lagos,Nigeria",2017-03-13,28.5,28.1,28.3,34.3,32.9,33.4,25.3,83.7,0.2,100,8.33,rain,,,,18.7,212.2,,82.3,,122.5,10.8,4,,2017-03-13T06:53:45,2017-03-13T18:57:59,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"Lagos,Nigeria",2017-03-14,28.7,28.3,28.5,34.6,33.3,34,25.5,84,1.3,100,54.17,rain,,,,20.2,198.5,,73.3,,132.2,11.4,5,,2017-03-14T06:53:18,2017-03-14T18:57:53,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-15,28.6,28.4,28.5,34.1,33.4,33.7,25.2,82.4,0.6,100,25,rain,,,,15.1,204,,63.3,,120.4,10.5,4,,2017-03-15T06:52:50,2017-03-15T18:57:47,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"Lagos,Nigeria",2017-03-16,28.9,28.3,28.6,35.1,34,34.5,25.8,84.9,0.1,100,4.17,rain,,,,22.3,239,,67.2,,146.2,12.6,5,,2017-03-16T06:52:23,2017-03-16T18:57:41,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,remote
"Lagos,Nigeria",2017-03-17,29.1,28.6,28.8,35.9,34.6,35.1,26.1,85.5,1.7,100,70.83,rain,,,,21.6,230.6,,85.9,,234,20.1,8,,2017-03-17T06:51:55,2017-03-17T18:57:34,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-18,32,28.4,28.9,39.2,34.2,34.9,25.8,83.6,3.5,100,95.83,rain,0,0,,17.6,217,,81.9,10,135.3,11.8,4,,2017-03-18T06:51:26,2017-03-18T18:57:27,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"DNMM,remote,65201099999"
"Lagos,Nigeria",2017-03-19,29.1,28.7,28.9,35.7,34.7,35.1,25.9,83.8,4.1,100,100,rain,,,,23.4,225.3,,77.1,,124.1,10.9,5,,2017-03-19T06:50:58,2017-03-19T18:57:21,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-20,29,28.7,28.9,35.5,34.5,35.1,25.8,83.3,11.8,100,100,rain,,,,25.6,245.5,,78.1,,121.5,10.6,4,,2017-03-20T06:50:30,2017-03-20T18:57:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"Lagos,Nigeria",2017-03-21,28.9,28.3,28.6,35.2,34.2,34.9,26.1,86.1,1.6,100,54.17,rain,,,,31,238.7,,78.6,,128.4,11.1,4,,2017-03-21T06:50:01,2017-03-21T18:57:06,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"Lagos,Nigeria",2017-03-22,29.1,28.6,28.8,35.2,34.2,34.6,25.5,82,2.2,100,50,rain,,,,32,222,,46.4,,214.3,18.6,7,,2017-03-22T06:49:32,2017-03-22T18:56:59,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
"Lagos,Nigeria",2017-03-23,29,28.5,28.8,34.4,33.9,34.1,25.1,80.7,3.1,100,95.83,rain,,,,20.9,219.8,,83.4,,161.5,13.8,6,,2017-03-23T06:49:04,2017-03-23T18:56:52,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
