name,Longitude,Latitude,datetime,datetime,temp,humidity,precip,preciptype,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,uvindex
"Lagos,Nigeria",,,4/28/2018,April,28.9,81.7,0,,22.3,1012.8,51.6,9.7,109.5,4
"Lagos,Nigeria",,,4/29/2018,April,29.6,78.6,0,,24.1,1012.6,50.3,10,149.2,5
"Lagos,Nigeria",,,4/30/2018,April,29.2,80.1,0,,15.8,1013.2,61.5,9.9,150.3,5
"Lagos,Nigeria",,,5/1/2018,May,29.3,79.3,0.5,rain,21.2,1012.7,54.7,9.9,139.6,5
"Lagos,Nigeria",,,5/2/2018,May,30,77.8,0.1,rain,21.6,1011.7,61.7,10.2,90.1,3
"Lagos,Nigeria",,,5/3/2018,May,27.5,82.3,3,rain,27.1,1011.9,54.9,9.2,115.1,4
"Lagos,Nigeria",,,5/4/2018,May,26.5,85.2,16,rain,33.5,1011.9,56.9,8.7,199.5,7
"Lagos,Nigeria",,,5/5/2018,May,28,85,1,rain,20.9,1013.1,55.2,9,135.9,5
"Lagos,Nigeria",,,5/6/2018,May,28.8,80.4,0.1,rain,22.7,1014,61.7,8,133.5,5
"Lagos,Nigeria",,,5/7/2018,May,28.8,80.6,0.2,rain,20.5,1013.4,59.7,10,140,5
"Lagos,Nigeria",,,5/8/2018,May,26.4,87.3,26,rain,92.5,1011,42.9,8.4,117.3,4
"Lagos,Nigeria",,,5/9/2018,May,27.5,83.1,0,,22.3,1011.4,43.3,7.5,172.5,6
"Lagos,Nigeria",,,5/10/2018,May,27.5,84.1,0,,22.3,1012.9,55.7,9.3,91.3,3
"Lagos,Nigeria",,,5/11/2018,May,26.8,84.9,0,,13,1014.1,41.3,8.9,64.7,2
"Lagos,Nigeria",,,5/12/2018,May,26.7,87.7,5,rain,16.2,1013.9,61.7,7.5,87.8,3
"Lagos,Nigeria",,,5/13/2018,May,27,85.3,50,rain,21.2,1012.1,44.7,8.9,113.5,4
"Lagos,Nigeria",,,5/14/2018,May,28.6,81.6,0,,24.1,1012.7,57.7,9.8,211.7,7
"Lagos,Nigeria",,,5/15/2018,May,28.6,82,0,,21.8,1011.5,62.1,9.2,127.7,4
"Lagos,Nigeria",,,5/16/2018,May,28.5,82.2,0,,16.8,1012.2,53.6,9.7,166.2,6
"Lagos,Nigeria",,,5/17/2018,May,26.8,86.4,25,rain,44.6,1012.9,54.1,7.5,90.2,3
"Lagos,Nigeria",,,5/18/2018,May,27.3,81.7,0.2,rain,29.5,1012.7,49.8,8.7,89.1,3
"Lagos,Nigeria",,,5/19/2018,May,28.2,82.7,0,,18.4,1012.7,45.7,9.5,175.5,6
"Lagos,Nigeria",,,5/20/2018,May,29,80.8,0,,22.3,1012.3,54,10,119.3,4
"Lagos,Nigeria",,,5/21/2018,May,28.6,82.9,0.4,rain,21.6,1012.6,60.8,10,96.7,3
"Lagos,Nigeria",,,5/22/2018,May,27.2,86.5,35,rain,18.4,1013.3,56.2,9,140.6,5
"Lagos,Nigeria",,,5/23/2018,May,27.4,84.2,0,,13,1014,51,8.3,177.8,6
"Lagos,Nigeria",,,5/24/2018,May,28.9,80.4,0,,27.7,1013.3,53.7,9.8,81.4,3
"Lagos,Nigeria",,,5/25/2018,May,26.2,89.4,41,rain,17.6,1012,53.4,8.8,76.7,2
"Lagos,Nigeria",,,5/26/2018,May,27.6,84.4,0,,13,1012.3,56.4,9.8,139.3,5
"Lagos,Nigeria",,,5/27/2018,May,26.9,90.8,4,rain,18.4,1013.9,57.5,8.4,103.5,3
"Lagos,Nigeria",,,5/28/2018,May,28.1,82.7,13,rain,19.7,1014,52.2,10,161.2,6
"Lagos,Nigeria",,,5/29/2018,May,26.3,88.9,5,rain,23.3,1014.6,50,9.3,112.6,4
"Lagos,Nigeria",,,5/30/2018,May,26.8,86.4,0.9,rain,17.3,1013.9,47,9.3,171.2,6
"Lagos,Nigeria",,,5/31/2018,May,27.3,86.8,13,rain,16.6,1014,54.2,9.3,204.5,7
"Lagos,Nigeria",,,6/1/2018,June,28.1,84.4,0.2,rain,77.8,1013.3,58.7,9.9,202.9,7
"Lagos,Nigeria",,,6/2/2018,June,26.4,89,13,rain,19.4,1014.5,64.5,8.8,104.1,4
"Lagos,Nigeria",,,6/3/2018,June,27.5,84.1,0,,25.9,1015.2,45.1,9.8,137.8,5
"Lagos,Nigeria",,,6/4/2018,June,28.4,82.7,0.2,rain,20.5,1014.8,61.7,9.9,117,4
"Lagos,Nigeria",,,6/5/2018,June,28.4,83.3,0,,13,1013.3,56,9.8,127.5,4
"Lagos,Nigeria",,,6/6/2018,June,26.5,86.9,1,rain,27.7,1014.3,47.9,9,104.8,3
"Lagos,Nigeria",,,6/7/2018,June,27.7,82.4,0,,14.8,1015.3,46.6,8.8,102.8,4
"Lagos,Nigeria",,,6/8/2018,June,28.1,85.1,16,rain,24.1,1014.5,58.4,8.9,104,4
"Lagos,Nigeria",,,6/9/2018,June,26.5,87.9,0,,33.5,1014.4,49.9,8.5,100.2,4
"Lagos,Nigeria",,,6/10/2018,June,25.9,88.7,2,rain,20.5,1015,61.9,7.5,141,5
"Lagos,Nigeria",,,6/11/2018,June,28.2,79.5,2.8,rain,14.8,1015,59.5,9.4,240.6,8
"Lagos,Nigeria",,,6/12/2018,June,27.8,86.2,22,rain,18.4,1015.5,57.8,8.7,223.4,8
"Lagos,Nigeria",,,6/13/2018,June,27.6,88.5,0.3,rain,19.4,1015.3,54.2,8.7,180.4,6
"Lagos,Nigeria",,,6/14/2018,June,27.8,85.2,3,rain,14.8,1015.2,51.7,8.9,145.5,6
"Lagos,Nigeria",,,6/15/2018,June,27.7,85.5,0.1,rain,18,1014.6,59.8,8.3,108.6,4
"Lagos,Nigeria",,,6/16/2018,June,26.3,87.8,0,,20.5,1015.6,62.7,7.7,134.5,5
"Lagos,Nigeria",,,6/17/2018,June,27.4,85.8,0,,25.2,,89.8,10,94,3
"Lagos,Nigeria",,,6/18/2018,June,26.4,84.5,0,,27.7,1015.3,54.5,9.9,105.2,4
"Lagos,Nigeria",,,6/19/2018,June,27,78.5,0,,16.6,1015.7,52.9,9.9,119.8,4
"Lagos,Nigeria",,,6/20/2018,June,26.7,81.1,0,,27.7,1015.6,63.1,9.3,120.4,4
"Lagos,Nigeria",,,6/21/2018,June,25,88.8,26,rain,20.5,1016.6,56.4,8.9,97.9,3
"Lagos,Nigeria",,,6/22/2018,June,26.1,86,2,rain,20.5,1016.4,68.7,9.1,214.5,7
"Lagos,Nigeria",,,6/23/2018,June,24.5,94.2,40,rain,11.2,1015.8,50.4,7.3,175.2,7
"Lagos,Nigeria",,,6/24/2018,June,26.6,82.6,0,,24.1,1015.6,53.9,9.3,172.3,6
"Lagos,Nigeria",,,6/25/2018,June,26.4,82.1,0,,13,1014.3,48.4,9.4,216.5,8
"Lagos,Nigeria",,,6/26/2018,June,26.7,83.2,8,rain,20.2,1014,60.3,9.5,139.1,5
"Lagos,Nigeria",,,6/27/2018,June,27.1,81.5,0,,22.3,1013.7,63.3,8.8,171.8,6
"Lagos,Nigeria",,,6/28/2018,June,26.6,84.3,1,rain,16.6,1014.2,50.7,9.2,90.6,3
"Lagos,Nigeria",,,6/29/2018,June,26.5,86.5,2,rain,18.4,1013.6,47.1,8.5,166.9,5
"Lagos,Nigeria",,,6/30/2018,June,25.6,91,9,rain,31.7,1011.3,69.2,8.3,207.4,7
"Lagos,Nigeria",,,7/1/2018,July,23.9,96.5,9,rain,16.2,1013.8,49,6.4,109.5,3
"Lagos,Nigeria",,,7/2/2018,July,25.5,89.8,1,rain,16.6,1013.7,54.5,7.8,183.1,6
"Lagos,Nigeria",,,7/3/2018,July,25.9,89.7,2.5,rain,16.6,1013.7,54.9,8.6,182.8,6
"Lagos,Nigeria",,,7/4/2018,July,26.4,86.1,0,,18.4,1015.3,54.7,8.6,164.3,6
"Lagos,Nigeria",,,7/5/2018,July,26.2,87.6,2,rain,16.9,1014.9,62.3,8.5,102.4,4
"Lagos,Nigeria",,,7/6/2018,July,26.8,85.6,1.1,rain,18.4,1014.8,58.1,9.6,148.2,5
"Lagos,Nigeria",,,7/7/2018,July,25.1,91.8,34,rain,20.5,1015.4,73.5,8.1,102.5,3
"Lagos,Nigeria",,,7/8/2018,July,25.9,85.7,0,,18.4,1016.2,51.1,8.6,228.5,8
"Lagos,Nigeria",,,7/9/2018,July,27.3,81,0,,14.8,1015.6,52,9.8,181.5,7
"Lagos,Nigeria",,,7/10/2018,July,26.4,88,31,rain,29.5,1016.3,55.7,7.6,126.5,4
"Lagos,Nigeria",,,7/11/2018,July,26.6,86.2,0.3,rain,18.4,1015.8,49.3,8.3,134.8,5
"Lagos,Nigeria",,,7/12/2018,July,26.5,85.6,0.6,rain,22.3,1016.9,55.8,9.6,214.3,7
"Lagos,Nigeria",,,7/13/2018,July,26.2,88.1,2,rain,22.3,1016.3,67.1,9,128.8,4
"Lagos,Nigeria",,,7/14/2018,July,26.2,86.8,0,,16.6,1015.7,58.3,8.6,180.8,6
"Lagos,Nigeria",,,7/15/2018,July,26.4,84.5,20,rain,24.1,1015.1,70.4,9.2,172.2,6
"Lagos,Nigeria",,,7/16/2018,July,26,86.3,5,rain,25.9,1015.8,67.3,9.5,232.2,8
"Lagos,Nigeria",,,7/17/2018,July,26.1,88.2,0.1,rain,21.2,1016,71.5,9.2,236.2,8
"Lagos,Nigeria",,,7/18/2018,July,26,87.9,4,rain,18.4,1015.9,60.7,8.5,160.9,6
"Lagos,Nigeria",,,7/19/2018,July,25.5,88.6,4.7,rain,18.4,1015.8,51.6,9.4,232.5,8
"Lagos,Nigeria",,,7/20/2018,July,25,94.1,41,rain,16.6,1014.3,69.4,7,86.3,3
"Lagos,Nigeria",,,7/21/2018,July,24.7,96.3,25,rain,92.9,1014.7,60.5,6.7,126.2,5
"Lagos,Nigeria",,,7/22/2018,July,25.7,89.9,10,rain,15.5,1014.8,66.3,7,193.2,7
"Lagos,Nigeria",,,7/23/2018,July,26,88.6,0,,14.8,1014.4,56.5,7.6,226.6,7
"Lagos,Nigeria",,,7/24/2018,July,26.3,89.4,0.1,rain,20.5,1014.4,67.8,9.6,208.3,7
"Lagos,Nigeria",,,7/25/2018,July,26.3,87.6,2,rain,23.8,1015.6,74.6,9.6,128.8,5
"Lagos,Nigeria",,,7/26/2018,July,26.4,84.3,0.1,rain,20.5,1017.1,65.3,9.9,251.1,8
"Lagos,Nigeria",,,7/27/2018,July,26.4,87.6,0.1,rain,14.8,1016.4,66.7,9.3,203.9,7
"Lagos,Nigeria",,,7/28/2018,July,26.7,84.8,0,,24.1,1016.3,61.7,9.6,221.8,8
"Lagos,Nigeria",,,7/29/2018,July,25.4,89.1,3,rain,24.1,1016,57.8,9.6,104.5,4
"Lagos,Nigeria",,,7/30/2018,July,26.2,82.3,0,,19.5,1016.4,56.1,9.8,249.6,8
"Lagos,Nigeria",,,7/31/2018,July,25.3,83.1,0.2,rain,20.2,1016.1,59,9.9,265.5,9
"Lagos,Nigeria",,,8/1/2018,August,25.2,85.2,0.2,rain,21.8,1015.8,58.8,9.8,243.4,8
"Lagos,Nigeria",,,8/2/2018,August,26,85.4,0.7,rain,18.4,1015.1,62.9,9.3,255.3,9
"Lagos,Nigeria",,,8/3/2018,August,25.7,86.1,2,rain,18.4,1015.7,69.1,9.4,271.5,9
"Lagos,Nigeria",,,8/4/2018,August,26.1,83.3,0,,24.1,1016.8,67.1,10,276.3,9
"Lagos,Nigeria",,,8/5/2018,August,26,80.4,0,,20.9,1016.3,48.8,9.8,219.2,7
"Lagos,Nigeria",,,8/6/2018,August,25.3,83.3,0,,18.8,1016,55.9,10,265.8,9
"Lagos,Nigeria",,,8/7/2018,August,25.9,83.3,0,,25.9,1016.3,57.9,10,259.8,9
"Lagos,Nigeria",,,8/8/2018,August,26.2,81,0,,18.4,1016.6,53.4,9.9,285.2,10
"Lagos,Nigeria",,,8/9/2018,August,26,84.4,0,,18.4,1016.1,56.2,9.7,175.9,7
"Lagos,Nigeria",,,8/10/2018,August,25.4,89.1,1,rain,24.1,1016.2,79.8,9.8,200.2,6
"Lagos,Nigeria",,,8/11/2018,August,26.3,84.9,0,,20.5,1016.4,52.6,10,242.9,8
"Lagos,Nigeria",,,8/12/2018,August,26.1,84.4,0,,14.8,1015.9,62.1,10,264.6,9
"Lagos,Nigeria",,,8/13/2018,August,24.7,91.7,41,rain,31,1015.1,80.9,9,139.3,5
"Lagos,Nigeria",,,8/14/2018,August,25.6,87.1,0,,13,1015.8,61,9.7,268,9
"Lagos,Nigeria",,,8/15/2018,August,25.7,86.5,0,,21.5,1016.2,61,8.6,246.5,9
"Lagos,Nigeria",,,8/16/2018,August,26,84.9,0,,17.4,1016.8,57.1,10,259.3,9
"Lagos,Nigeria",,,8/17/2018,August,25.4,90.6,4.5,rain,20.5,1016.7,89.4,9.3,121.2,4
"Lagos,Nigeria",,,8/18/2018,August,26,88.9,7,rain,22.3,1014.6,80.9,9.6,203.8,7
"Lagos,Nigeria",,,8/19/2018,August,26.1,87.1,0,,16.6,1015.6,57.9,9.4,150.3,5
"Lagos,Nigeria",,,8/20/2018,August,24.9,90.1,11,rain,28.7,1015.3,70.6,8.3,75,3
"Lagos,Nigeria",,,8/21/2018,August,24.8,91.8,2.5,rain,32,1015,75.1,8.4,117.7,4
"Lagos,Nigeria",,,8/22/2018,August,25.3,89.7,3.8,rain,29.2,1015.3,76.2,10,173.6,7
"Lagos,Nigeria",,,8/23/2018,August,25.9,88.7,1,rain,24.1,1014.9,82.8,9.4,254.9,9
"Lagos,Nigeria",,,8/24/2018,August,25.3,89.7,2,rain,20.5,1014.3,72.1,9.1,104.4,3
"Lagos,Nigeria",,,8/25/2018,August,25,92.6,17,rain,24.1,1014.3,79.9,7.7,168.4,6
"Lagos,Nigeria",,,8/26/2018,August,25.8,88.1,10,rain,20.5,1016,61.8,9.1,275.2,9
"Lagos,Nigeria",,,8/27/2018,August,25.9,86.9,0,,20.5,1015.3,57.7,8.3,241,9
"Lagos,Nigeria",,,8/28/2018,August,25.9,86.9,2,rain,19.4,1014.3,64.8,9,172.4,6
"Lagos,Nigeria",,,8/29/2018,August,26.2,87.3,0,,20.2,1013.9,62.9,9.2,209.2,7
"Lagos,Nigeria",,,8/30/2018,August,26.6,85.8,0,,24.5,1012.4,62.6,9.9,186.7,6
"Lagos,Nigeria",,,8/31/2018,August,25.9,89.5,1.1,rain,27,1012.3,59,9,222.3,8
"Lagos,Nigeria",,,9/1/2018,September,26.4,88,0,,14.8,1013.8,62.4,9.3,153.2,5
"Lagos,Nigeria",,,9/2/2018,September,26.3,87.4,1,rain,15.8,1014.4,54.7,9.4,146.1,5
"Lagos,Nigeria",,,9/3/2018,September,25.9,90.2,0.6,rain,19.1,1012.8,58.6,9.6,135.5,4
"Lagos,Nigeria",,,9/4/2018,September,26,90.1,2,rain,18,1013.1,68,9.5,179.7,6
"Lagos,Nigeria",,,9/5/2018,September,26.6,86.2,3,rain,14.8,1014.3,66.9,9.3,173.8,7
"Lagos,Nigeria",,,9/6/2018,September,25.3,92.9,8,rain,24.5,1013.5,67.6,8.7,70.8,3
"Lagos,Nigeria",,,9/7/2018,September,24.6,94,92,rain,23.4,1012.7,79.1,7.4,104.9,3
"Lagos,Nigeria",,,9/8/2018,September,24.7,95.7,11,rain,14.6,1013.6,62.9,8.9,136.5,5
"Lagos,Nigeria",,,9/9/2018,September,25.2,92.5,3,rain,16.9,1014.5,64.6,9.1,124.1,4
"Lagos,Nigeria",,,9/10/2018,September,25.1,95.4,24,rain,14.4,1015.2,68.2,7.5,89.6,3
"Lagos,Nigeria",,,9/11/2018,September,25.7,91.8,1,rain,13,1015.1,74.6,7.4,97.1,3
"Lagos,Nigeria",,,9/12/2018,September,26.3,87.8,2,rain,14.8,1015,48.5,9.2,191.4,7
"Lagos,Nigeria",,,9/13/2018,September,26,87.7,0.2,rain,51.8,1014.5,61.6,9.1,122.2,4
"Lagos,Nigeria",,,9/14/2018,September,26.4,82.4,0,,19.1,1013.9,42.9,7.8,222,8
"Lagos,Nigeria",,,9/15/2018,September,26.2,88.6,0,,14.8,1014.3,53.4,9.8,144.4,5
"Lagos,Nigeria",,,9/16/2018,September,25.9,90.8,2,rain,16.6,1014,58.5,9.2,209,7
"Lagos,Nigeria",,,9/17/2018,September,26.7,86.1,0.2,rain,16.6,1014,57.3,8.9,206.1,7
"Lagos,Nigeria",,,9/18/2018,September,25.1,92.5,5,rain,24.1,1013,52.6,9.3,156.9,5
"Lagos,Nigeria",,,9/19/2018,September,27.4,82.5,1.1,rain,14.8,1013.5,61.2,9.6,165.5,6
"Lagos,Nigeria",,,9/20/2018,September,26.9,87,3,rain,14.8,1011.8,86.4,9.3,188.8,7
"Lagos,Nigeria",,,9/21/2018,September,26.7,88.5,8.7,rain,19.4,1012.3,75.1,8.9,116.7,4
"Lagos,Nigeria",,,9/22/2018,September,25.7,92,8.9,rain,24.8,1012.8,69.7,8.6,137.3,5
"Lagos,Nigeria",,,9/23/2018,September,25.1,90.7,59,rain,17.3,1013.4,71.6,6.6,105,4
"Lagos,Nigeria",,,9/24/2018,September,25.8,86.7,0,,16.6,1013.3,62.5,8.9,194.2,7
"Lagos,Nigeria",,,9/25/2018,September,26.9,87.1,3.2,rain,20.5,1013.1,63.2,9,145.7,5
"Lagos,Nigeria",,,9/26/2018,September,25.9,91.8,16,rain,14.8,1013.3,67.2,9.2,202.6,7
"Lagos,Nigeria",,,9/27/2018,September,26.5,88.1,1.5,rain,19.1,1013.3,61.7,9.5,230.3,8
"Lagos,Nigeria",,,9/28/2018,September,25.9,91,3,rain,9.4,1013.1,55.7,9.2,99.1,3
"Lagos,Nigeria",,,9/29/2018,September,27.5,86.4,0,,25.9,1012.9,62.9,9.6,153.9,6
"Lagos,Nigeria",,,9/30/2018,September,27.5,84.7,2.3,rain,20.5,1013,71.7,10,156.2,6
"Lagos,Nigeria",,,10/1/2018,October,25,90.7,6,rain,27.7,1012.7,57.7,9.6,99.1,3
"Lagos,Nigeria",,,10/2/2018,October,26.7,84.5,0,,13.8,1013.1,53.3,9.4,201.4,7
"Lagos,Nigeria",,,10/3/2018,October,27.5,85.4,0,,18.4,1013.3,61.8,10,165.5,6
"Lagos,Nigeria",,,10/4/2018,October,27.1,87.8,0,,16.6,1013.3,59.2,9.6,119.9,4
"Lagos,Nigeria",,,10/5/2018,October,26.5,90.1,5,rain,16.6,1013.6,55.8,9.6,161.3,6
"Lagos,Nigeria",,,10/6/2018,October,26.7,87.9,10,rain,18.4,1014.3,59.4,8.8,106,4
"Lagos,Nigeria",,,10/7/2018,October,27.4,85.6,0.3,rain,27.7,1013.3,58,9.2,128.7,4
"Lagos,Nigeria",,,10/8/2018,October,27.1,84.7,9,rain,18.4,1012.7,57.5,10,125.6,4
"Lagos,Nigeria",,,10/9/2018,October,26.5,90.1,6.8,rain,16.6,1012.7,70.9,10,108.6,4
"Lagos,Nigeria",,,10/10/2018,October,25.7,89.3,31,rain,22.3,1013.3,57.6,8.9,112.5,4
"Lagos,Nigeria",,,10/11/2018,October,26.7,87.3,1.5,rain,20.9,1014,64.1,9.9,172.8,7
"Lagos,Nigeria",,,10/12/2018,October,26,88.7,4,rain,18,1013.6,60.8,9.3,144.3,6
"Lagos,Nigeria",,,10/13/2018,October,26.8,84.2,15.5,rain,16.6,,66.7,10,212.8,8
"Lagos,Nigeria",,,10/14/2018,October,27,87.6,0.8,rain,14.8,1012.7,53.7,9.4,147.6,5
"Lagos,Nigeria",,,10/15/2018,October,27.4,86.2,0,,13,1014,55.6,9.2,118.8,4
"Lagos,Nigeria",,,10/16/2018,October,25.5,90,11,rain,24.1,1014.6,50.9,9.3,110.6,4
"Lagos,Nigeria",,,10/17/2018,October,27,85.7,0,,16.6,1013.8,37.3,8.8,216.1,7
"Lagos,Nigeria",,,10/18/2018,October,27,87.6,0,,18.2,1012.7,61.7,9.6,101.3,3
"Lagos,Nigeria",,,10/19/2018,October,28,83.7,0,,14.8,1011.3,51.3,9.6,137.7,5
"Lagos,Nigeria",,,10/20/2018,October,27.9,85.1,0,,14.8,1010.9,55.9,9.7,284.2,10
"Lagos,Nigeria",,,10/21/2018,October,28.2,85.4,0.1,rain,22.3,1011.2,56.5,9.7,75.7,2
"Lagos,Nigeria",,,10/22/2018,October,28,84.7,0.3,rain,18.4,1011.7,63.7,9.7,87.5,3
"Lagos,Nigeria",,,10/23/2018,October,28.3,84.5,2.6,rain,16.6,1012.4,74.2,8.8,122.7,5
"Lagos,Nigeria",,,10/24/2018,October,26.6,90.3,1,rain,14.8,1013.1,53.8,8.8,71.8,2
"Lagos,Nigeria",,,10/25/2018,October,28.2,83.1,0,,18.4,1012.6,53.9,9.2,191.5,6
"Lagos,Nigeria",,,10/26/2018,October,27.9,83.9,0,,14.8,1013.1,54.9,9.4,163.3,6
"Lagos,Nigeria",,,10/27/2018,October,26.9,89.5,4,rain,16.6,1013.9,48,6.6,121.4,4
"Lagos,Nigeria",,,10/28/2018,October,27.1,86.9,3.2,rain,18.4,1013,56.2,8.3,138.4,5
"Lagos,Nigeria",,,10/29/2018,October,25.6,91.1,61,rain,42.5,1014.9,62.3,6.6,112.6,4
"Lagos,Nigeria",,,10/30/2018,October,28.3,81.5,3.9,rain,13,1012.8,59.4,6.5,129.3,5
"Lagos,Nigeria",,,10/31/2018,October,28.2,84.7,13.7,rain,18,1012.3,66.5,8.7,134.3,4
"Lagos,Nigeria",,,4/1/2019,April,30,78.3,0.3,rain,22.3,1009.8,42.8,9.8,158.1,6
"Lagos,Nigeria",,,4/2/2019,April,30.5,78.8,0.1,rain,17.7,1009.8,55.7,9.9,113.9,4
"Lagos,Nigeria",,,4/3/2019,April,30.3,81.4,0.3,rain,24.1,1010.1,52.3,10,162.8,5
"Lagos,Nigeria",,,4/4/2019,April,30.2,80.6,1.1,rain,29.5,1009.2,54.5,9.3,131.6,4
"Lagos,Nigeria",,,4/5/2019,April,29.2,82.6,30,rain,29.5,1010.5,52.7,9.8,140.9,5
"Lagos,Nigeria",,,4/6/2019,April,30,83.5,0.4,rain,25.9,1011.3,57.1,10,201.5,7
"Lagos,Nigeria",,,4/7/2019,April,27.7,88.9,37,rain,33.5,1012.1,58.7,9.5,133.6,5
"Lagos,Nigeria",,,4/8/2019,April,28.4,81.4,0.1,rain,25.9,1012.2,49.7,8.3,201.4,7
"Lagos,Nigeria",,,4/9/2019,April,29.6,82.5,0,,18.4,1012.1,53,9.8,114.6,4
"Lagos,Nigeria",,,4/10/2019,April,29.3,82.4,0,,24.1,1010.4,54.5,10.2,129.3,5
"Lagos,Nigeria",,,4/11/2019,April,27.4,90.3,8,rain,20.5,1010.9,55.5,9.3,133.9,5
"Lagos,Nigeria",,,4/12/2019,April,29.4,81.6,0,,25.9,1009.8,59.7,9.5,218.3,7
"Lagos,Nigeria",,,4/13/2019,April,26.7,85.4,18,rain,27.7,1011.6,59.9,8.6,122.7,5
"Lagos,Nigeria",,,4/14/2019,April,27.3,85.1,20,rain,29.5,1013.3,63.3,7.7,163.1,5
"Lagos,Nigeria",,,4/15/2019,April,27.4,84.5,0.5,rain,24.1,1012.2,60.7,7.1,237.1,8
"Lagos,Nigeria",,,4/16/2019,April,27.9,85.3,0,,14,1012.7,67,9.7,170.8,5
"Lagos,Nigeria",,,4/17/2019,April,29.8,75.5,0,,18.4,1011.4,59.3,9.7,117.3,4
"Lagos,Nigeria",,,4/18/2019,April,29.5,80.6,0,,18.7,1011.1,56.6,9.8,175.1,6
"Lagos,Nigeria",,,4/19/2019,April,29.2,81.9,0,,20.5,1012.3,67.8,10,151.1,5
"Lagos,Nigeria",,,4/20/2019,April,29.8,79.4,0.6,rain,22.3,1012,53.4,9.9,127.1,4
"Lagos,Nigeria",,,4/21/2019,April,29.8,83.4,0,,20.5,1010.4,61.8,10,114.4,4
"Lagos,Nigeria",,,4/22/2019,April,30,81.2,0,,25.9,1010.7,49.6,10,109.1,4
"Lagos,Nigeria",,,4/23/2019,April,28.3,86.8,3.4,rain,22.3,1012.1,70.4,9.8,89.1,3
"Lagos,Nigeria",,,4/24/2019,April,28.6,83,2,rain,15.5,1012.8,67.4,7.3,128.6,4
"Lagos,Nigeria",,,4/25/2019,April,29.3,84.4,1.3,rain,18.7,1017.4,57.8,9.8,124.1,4
"Lagos,Nigeria",,,4/26/2019,April,29,85.3,0.5,rain,21.2,1012.4,55.6,10,109.7,4
"Lagos,Nigeria",,,4/27/2019,April,29.7,83.5,0,,24.1,1011.3,46.3,9.8,125.2,4
"Lagos,Nigeria",,,4/28/2019,April,30.4,81.1,0.1,rain,22.3,1011.6,46.9,10,134.5,5
"Lagos,Nigeria",,,4/29/2019,April,30.5,81,0,,25.9,1011.6,57.1,9.8,141.6,6
"Lagos,Nigeria",,,4/30/2019,April,30,82.3,2,rain,25.9,1012.8,57.5,9.9,180.1,7
"Lagos,Nigeria",,,5/1/2019,May,30.3,77.8,0.1,rain,18.4,1012.7,55.2,10,104.8,4
"Lagos,Nigeria",,,5/2/2019,May,29.3,80.1,0.2,rain,27.7,1011.8,47.5,10,125,5
"Lagos,Nigeria",,,5/3/2019,May,29.5,81.5,0.6,rain,27.7,1012,50.6,9.8,106.4,4
"Lagos,Nigeria",,,5/4/2019,May,27.1,86.1,28,rain,24.1,1012.1,60.3,8.6,113.1,4
"Lagos,Nigeria",,,5/5/2019,May,29.3,80.8,0,,25.9,1011.4,41,9.3,178,7
"Lagos,Nigeria",,,5/6/2019,May,29.9,80.5,0.2,rain,25.9,1012.4,63.1,10,95,3
"Lagos,Nigeria",,,5/7/2019,May,29.8,80.9,4.4,rain,18.4,1014,62.2,10,121.9,4
"Lagos,Nigeria",,,5/8/2019,May,29,82.6,10.7,rain,14.8,1012.3,78.7,7.8,112.3,4
"Lagos,Nigeria",,,5/9/2019,May,26.1,93.2,73,rain,41.6,1011,54.9,8,134.7,5
"Lagos,Nigeria",,,5/10/2019,May,27.9,87.1,0,,24.1,1010.7,45.1,7,135.7,5
"Lagos,Nigeria",,,5/11/2019,May,28.1,84.3,52.2,rain,16.2,1011.9,51.6,9.3,161,5
"Lagos,Nigeria",,,5/12/2019,May,29.1,78.2,0,,16.6,1011.6,40,9.5,203.1,7
"Lagos,Nigeria",,,5/13/2019,May,27.1,84.1,13,rain,42.5,1013,71.5,9.6,150.1,5
"Lagos,Nigeria",,,5/14/2019,May,28.7,80.9,5.8,rain,18.4,1011.4,69.3,10,114.3,4
"Lagos,Nigeria",,,5/15/2019,May,28,83.3,11,rain,22.3,1012.9,60.3,9.1,93.1,3
"Lagos,Nigeria",,,5/16/2019,May,27.7,80.9,19,rain,20.4,1014,66.6,9.9,110.4,4
"Lagos,Nigeria",,,5/17/2019,May,29,82.3,0,,16.6,1013.3,42,9.5,258.3,9
"Lagos,Nigeria",,,5/18/2019,May,29,81.5,0.1,rain,16.6,1012.1,47.6,9.6,216.2,8
"Lagos,Nigeria",,,5/19/2019,May,28.2,85.9,0.8,rain,18.7,1013.1,64.6,9.8,173.1,6
"Lagos,Nigeria",,,5/20/2019,May,26.4,92.6,32,rain,16.6,1012.9,49.9,9.2,128.4,5
"Lagos,Nigeria",,,5/21/2019,May,27.3,86.2,0.3,rain,18.4,1013.6,41.9,9.7,121.8,4
"Lagos,Nigeria",,,5/22/2019,May,28.2,81.6,0,,11.2,1012.8,57.4,8.9,207,7
"Lagos,Nigeria",,,5/23/2019,May,28.6,81.7,0,,18.4,1012.4,48.7,9.5,123.6,4
"Lagos,Nigeria",,,5/24/2019,May,28.1,85,0,,27.7,1012.4,54,9.7,134.7,5
"Lagos,Nigeria",,,5/25/2019,May,27.9,83.5,0.1,rain,16.7,1013.1,48.6,9.1,110.6,4
