name,Longitude,Latitude,datetime,datetime,temp,humidity,precip,preciptype,windspeed,sealevelpressure,cloudcover,visibility,solarradiation,uvindex
"Lagos,Nigeria",,,5/26/2019,May,27.2,89.3,14,rain,29.5,1013.2,56.3,9.1,116.3,4
"Lagos,Nigeria",,,5/27/2019,May,27,82.7,6,rain,29.5,1012.9,53,9.4,99.7,3
"Lagos,Nigeria",,,5/28/2019,May,28.5,81,0,,16.6,1012.5,51.2,10,165.5,6
"Lagos,Nigeria",,,5/29/2019,May,26.8,89.3,6,rain,20.5,1012.4,60,9.7,97.3,3
"Lagos,Nigeria",,,5/30/2019,May,26.7,88.1,6,rain,25.9,1013.5,61.9,7.7,99.8,4
"Lagos,Nigeria",,,5/31/2019,May,26.7,91.3,2,rain,18.4,1013.4,57.8,9.1,100.5,3
"Lagos,Nigeria",,,6/1/2019,June,26.4,87.5,33,rain,20.9,1013.7,53.3,9,98.5,3
"Lagos,Nigeria",,,6/2/2019,June,27.8,84.2,0,,16.6,1013.8,57.4,9,112.7,4
"Lagos,Nigeria",,,6/3/2019,June,28.4,81,0.5,rain,14.8,1014.7,51.8,9.1,161.4,5
"Lagos,Nigeria",,,6/4/2019,June,27.7,86.4,0,,22.3,1014.4,56.8,8.5,122,4
"Lagos,Nigeria",,,6/5/2019,June,27.5,85.6,1,rain,24.5,1013.8,60.5,9.7,98.4,3
"Lagos,Nigeria",,,6/6/2019,June,26.7,88.5,2,rain,28.8,1013.8,76.3,9.3,95.7,3
"Lagos,Nigeria",,,6/7/2019,June,25.6,87.9,1.8,rain,16.2,1013.5,73.9,7.7,102.7,3
"Lagos,Nigeria",,,6/8/2019,June,27.6,84.1,0.1,rain,18.4,1015.2,55.6,10,193,7
"Lagos,Nigeria",,,6/9/2019,June,27.2,87.9,0,,27.7,1015.2,61.6,9.6,142.1,5
"Lagos,Nigeria",,,6/10/2019,June,26.2,91.7,9,rain,16.6,1014.7,64.2,7.7,238.7,8
"Lagos,Nigeria",,,6/11/2019,June,26.7,86.3,0,,18.4,1014.3,57.4,9.2,228,8
"Lagos,Nigeria",,,6/12/2019,June,27.4,83.6,0.2,rain,20.2,1015.4,61.8,9.9,255.3,9
"Lagos,Nigeria",,,6/13/2019,June,27.4,84.6,2,rain,20.9,1015.1,54.8,9.1,211.2,7
"Lagos,Nigeria",,,6/14/2019,June,25.8,92,18,rain,22.3,1015.9,52.5,8.1,182.6,7
"Lagos,Nigeria",,,6/15/2019,June,25.1,94.3,19,rain,11.2,1015.8,48.8,8,128.6,5
"Lagos,Nigeria",,,6/16/2019,June,26.7,87.6,0.1,rain,18.4,1016,46.8,7.4,214.9,8
"Lagos,Nigeria",,,6/17/2019,June,27.8,85.6,0,,18.4,1016,49.5,8.9,175.3,6
"Lagos,Nigeria",,,6/18/2019,June,26.6,90.1,0,,14.8,1016.1,37.2,7.9,245.4,8
"Lagos,Nigeria",,,6/19/2019,June,28,84.8,0.4,rain,16.6,1015.1,50.9,9,238.4,8
"Lagos,Nigeria",,,6/20/2019,June,25.5,91.2,2,rain,16.6,1015.9,61.4,8.8,160.9,6
"Lagos,Nigeria",,,6/21/2019,June,26.2,89.1,3.6,rain,20.5,1016.2,64.6,7.9,170.3,6
"Lagos,Nigeria",,,6/22/2019,June,26.7,90.2,28,rain,23,1015.6,83.3,8.4,115.9,4
"Lagos,Nigeria",,,6/23/2019,June,26.4,89.4,8,rain,25.6,1014.8,81.2,9.1,147.6,5
"Lagos,Nigeria",,,6/24/2019,June,25.3,90.5,60,rain,20.9,1014.6,74.5,8.4,137.1,5
"Lagos,Nigeria",,,6/25/2019,June,25.1,93.4,21,rain,23,1014.8,75.1,5.2,131.8,5
"Lagos,Nigeria",,,6/26/2019,June,25.7,90,16.7,rain,21.2,1015.8,77,6.9,162.2,5
"Lagos,Nigeria",,,6/27/2019,June,26,88.2,24.5,rain,16.6,1016,79.6,9.2,158.4,5
"Lagos,Nigeria",,,6/28/2019,June,25.1,92.9,74,rain,20.2,1015.4,58.2,7.9,150.2,5
"Lagos,Nigeria",,,6/29/2019,June,25.9,89.8,0,,18.4,1015.5,53.9,8.9,211.9,7
"Lagos,Nigeria",,,6/30/2019,June,26.7,87.7,0.2,rain,22.3,1016.2,63.7,9.1,246.1,8
"Lagos,Nigeria",,,7/1/2019,July,25.5,93,26,rain,20.9,1014.8,45.8,8.4,226.3,7
"Lagos,Nigeria",,,7/2/2019,July,26.5,89.3,0.2,rain,17.3,1013.7,68,9.1,251.8,8
"Lagos,Nigeria",,,7/3/2019,July,26.8,88.2,0.9,rain,18.4,1013.2,49.8,9.4,205.4,7
"Lagos,Nigeria",,,7/4/2019,July,25.8,95.1,8,rain,19.4,1014,61,8.6,117.8,4
"Lagos,Nigeria",,,7/5/2019,July,25.9,94.1,3,rain,17.3,1014.9,64.3,8.8,113,4
"Lagos,Nigeria",,,7/6/2019,July,26.5,86.8,0,,14.8,1014.2,58.5,9.5,251.8,8
"Lagos,Nigeria",,,7/7/2019,July,27,86,0.1,rain,28.1,1014.5,70.4,9.7,138,5
"Lagos,Nigeria",,,7/8/2019,July,25.9,85.5,4,rain,24.1,1015.2,56.5,9.5,104.7,4
"Lagos,Nigeria",,,7/9/2019,July,26.7,83.6,0,,36.5,1016.6,50.8,9.8,147,5
"Lagos,Nigeria",,,7/10/2019,July,26.8,85.6,0,,22.3,1015.9,54.6,9.5,162.9,6
"Lagos,Nigeria",,,7/11/2019,July,25.8,88.9,6,rain,24.1,1014.4,66,8.2,92.7,3
"Lagos,Nigeria",,,7/12/2019,July,24.6,94.1,4,rain,14.8,1015.8,65.6,7.7,124.2,4
"Lagos,Nigeria",,,7/13/2019,July,25.9,86.9,3,rain,16.6,1016.2,56.6,7.7,240,8
"Lagos,Nigeria",,,7/14/2019,July,26.3,85.3,0,,18.4,1015,54.3,8.6,239.7,8
"Lagos,Nigeria",,,7/15/2019,July,25.7,87.1,0.2,rain,20.5,1014.3,61.8,9.2,93.6,3
"Lagos,Nigeria",,,7/16/2019,July,24.2,93.9,33,rain,18.4,1014.3,53.3,9.1,78.9,3
"Lagos,Nigeria",,,7/17/2019,July,25.8,85.8,0.2,rain,18.4,1015.5,51.4,8.7,233.6,8
"Lagos,Nigeria",,,7/18/2019,July,25.5,87.6,1,rain,13,1014.5,60.1,9.9,202.2,7
"Lagos,Nigeria",,,7/19/2019,July,25.8,88.1,1.9,rain,22,1015.3,65.8,10,152.1,5
"Lagos,Nigeria",,,7/20/2019,July,25.7,89.1,13.6,rain,20.9,1015.6,75.4,9.8,172.4,6
"Lagos,Nigeria",,,7/21/2019,July,26.5,83.7,0,,20.5,1015.4,61.7,9.9,213.5,7
"Lagos,Nigeria",,,7/22/2019,July,26.4,82.9,1,rain,31.7,1015.7,55.3,9.9,173.2,7
"Lagos,Nigeria",,,7/23/2019,July,24.8,93.5,41,rain,16.6,1015.5,67.8,7.5,199,7
"Lagos,Nigeria",,,7/24/2019,July,25.6,88.9,0.4,rain,16.6,1014.5,54.2,8.7,249.3,8
"Lagos,Nigeria",,,7/25/2019,July,26.1,86.8,0.4,rain,18.7,1014.3,65,8.7,193.9,7
"Lagos,Nigeria",,,7/26/2019,July,25.5,89.7,1.9,rain,25.9,1015.8,65.4,9.9,152.3,5
"Lagos,Nigeria",,,7/27/2019,July,25.4,92.8,1,rain,13,1014.7,74.9,8.3,111,4
"Lagos,Nigeria",,,7/28/2019,July,25.3,92.1,49,rain,24.1,1013.8,72.3,8.8,191.2,7
"Lagos,Nigeria",,,7/29/2019,July,26.1,87.4,1.2,rain,19.4,1014.6,75.2,9.5,188.7,7
"Lagos,Nigeria",,,7/30/2019,July,26.3,86.8,0.1,rain,25.9,1015,72.2,9.3,194,7
"Lagos,Nigeria",,,7/31/2019,July,26.2,86.2,8.2,rain,18.4,1014.9,64.4,9.5,243.2,8
"Lagos,Nigeria",,,8/1/2019,August,25.9,85.4,0,,16.9,1014.2,60,9.3,260.8,9
"Lagos,Nigeria",,,8/2/2019,August,26.3,84.2,11,rain,20.5,1014.4,66.7,9.3,173.3,6
"Lagos,Nigeria",,,8/3/2019,August,25.7,86.4,0.2,rain,24.1,1015.7,67.1,8.8,123.1,4
"Lagos,Nigeria",,,8/4/2019,August,26.1,84.6,0,,24.1,1016.3,58.6,9,245.8,8
"Lagos,Nigeria",,,8/5/2019,August,25.8,85.7,0,,25.9,1016,67.7,9.5,188.5,7
"Lagos,Nigeria",,,8/6/2019,August,26.4,83.1,0,,16.6,1016.8,66.3,9.5,176.4,6
"Lagos,Nigeria",,,8/7/2019,August,26.3,83.4,0,,14.8,1016.8,48.5,9.9,265.6,9
"Lagos,Nigeria",,,8/8/2019,August,25.6,86.1,0,,20.5,1016.7,64.2,10,117.1,5
"Lagos,Nigeria",,,8/9/2019,August,25.6,87.6,0.6,rain,24.5,1019.3,67.2,9.7,124,4
"Lagos,Nigeria",,,8/10/2019,August,25.5,88,4,rain,24.1,1017.5,57.9,8.5,209.2,7
"Lagos,Nigeria",,,8/11/2019,August,26.3,82.4,0.2,rain,21.6,1016.2,60.7,10,265.4,9
"Lagos,Nigeria",,,8/12/2019,August,25.5,85.3,0.3,rain,22.3,1014.3,57.6,10,242.1,8
"Lagos,Nigeria",,,8/13/2019,August,25.4,89.3,29,rain,23,1015.1,73.7,9,247.3,8
"Lagos,Nigeria",,,8/14/2019,August,26.6,82.9,0,,20.5,1015.5,59.9,9.9,272.8,9
"Lagos,Nigeria",,,8/15/2019,August,25.8,86.6,0,,24.1,1017.1,54.5,9.6,237.1,8
"Lagos,Nigeria",,,8/16/2019,August,25.1,87.2,0,,38.9,1015.8,58.1,9.9,243.3,8
"Lagos,Nigeria",,,8/17/2019,August,26,84.5,0,,16.6,1015.9,55.7,10,221.5,8
"Lagos,Nigeria",,,8/18/2019,August,26.4,82.3,0,,20.5,1013.9,50.8,9.8,270.6,9
"Lagos,Nigeria",,,8/19/2019,August,26.5,80.8,0.1,rain,22.3,1014.4,61.6,10,147.5,5
"Lagos,Nigeria",,,8/20/2019,August,26,88.1,7,rain,22.3,1014.6,68.2,8.8,239.1,8
"Lagos,Nigeria",,,8/21/2019,August,26,88,0.2,rain,35.3,1015.3,58.4,9.8,123.6,4
"Lagos,Nigeria",,,8/22/2019,August,26.6,82.9,0.1,rain,24.1,1014.6,61.9,10,134.6,5
"Lagos,Nigeria",,,8/23/2019,August,26,83.7,0,,76.7,1015.7,65.6,9.9,128.2,5
"Lagos,Nigeria",,,8/24/2019,August,26.4,82.8,1.1,rain,26.1,1016,67.3,9.3,186.8,6
"Lagos,Nigeria",,,8/25/2019,August,26.1,86,0,,19.5,1016.1,66.7,10,151,6
"Lagos,Nigeria",,,8/26/2019,August,26.2,85.6,0,,18.7,1016.2,66.9,9.4,200.1,7
"Lagos,Nigeria",,,8/27/2019,August,26,85.6,0,,16.6,1015.7,59.4,9.5,191.5,8
"Lagos,Nigeria",,,8/28/2019,August,26.6,82.9,0,,22.3,1015.9,54,9.9,107.8,4
"Lagos,Nigeria",,,8/29/2019,August,27,80.9,0.2,rain,18.4,1015.7,56.5,9.5,246.3,8
"Lagos,Nigeria",,,8/30/2019,August,26.4,84.2,3,rain,27.7,1015.9,59.3,9.5,152.9,6
"Lagos,Nigeria",,,8/31/2019,August,26.7,83.9,0,,18.4,1013.4,76.9,10,154.4,6
"Lagos,Nigeria",,,9/1/2019,September,25.7,88.1,3.4,rain,26.6,1012.7,78.8,9.9,96.2,3
"Lagos,Nigeria",,,9/2/2019,September,26.6,85.1,1,rain,20.9,1014.1,56,9.8,228.3,8
"Lagos,Nigeria",,,9/3/2019,September,25.1,89.3,0.7,rain,27.7,1019.1,52.7,8.9,230.9,8
"Lagos,Nigeria",,,9/4/2019,September,24.6,91,9.1,rain,44.6,1021.5,84.5,8.2,121.1,4
"Lagos,Nigeria",,,9/5/2019,September,25.4,88.9,5.6,rain,55.4,1018.2,54.3,10,233.2,8
"Lagos,Nigeria",,,9/6/2019,September,25.3,90.7,42,rain,18.7,1014.8,75.9,7.9,132.8,5
"Lagos,Nigeria",,,9/7/2019,September,25.7,88.5,0.8,rain,20.5,1015.3,62.2,9.2,156.6,5
"Lagos,Nigeria",,,9/8/2019,September,26.3,85.7,1,rain,16.6,1015.9,59.4,10,122.4,4
"Lagos,Nigeria",,,9/9/2019,September,26.8,84,0,,24.1,1015.6,64.3,10,155.1,6
"Lagos,Nigeria",,,9/10/2019,September,26.5,87,1,rain,19.8,1014.4,60.4,9.5,213.5,7
"Lagos,Nigeria",,,9/11/2019,September,25.8,91.3,0.2,rain,22.3,1012.7,65,8.5,207.9,7
"Lagos,Nigeria",,,9/12/2019,September,26,90.5,0.9,rain,24.1,1014,62.8,8.5,220.7,7
"Lagos,Nigeria",,,9/13/2019,September,26,89.4,7,rain,20.5,1014.9,65.5,8.3,131.4,5
"Lagos,Nigeria",,,9/14/2019,September,24.4,94.4,34,rain,16.6,1014.2,57.1,8.2,172.1,7
"Lagos,Nigeria",,,9/15/2019,September,25.3,90.4,1,rain,18.4,1013.9,57.1,8.4,204,7
"Lagos,Nigeria",,,9/16/2019,September,27.1,84.5,0.3,rain,16.6,1013.2,55,10,131.1,5
"Lagos,Nigeria",,,9/17/2019,September,26.4,90.4,17,rain,21.6,1012.7,63.4,9.4,124.2,4
"Lagos,Nigeria",,,9/18/2019,September,25.8,91.6,27,rain,21.2,1013,59.4,8.5,178.8,7
"Lagos,Nigeria",,,9/19/2019,September,25.4,92.6,15,rain,18.4,1012.8,74.1,7.8,183.6,6
"Lagos,Nigeria",,,9/20/2019,September,27.1,85.5,0,,16.8,1013.6,61.4,8,189.7,7
"Lagos,Nigeria",,,9/21/2019,September,26.6,88.8,3.2,rain,15.1,1013.3,66.1,10,177.7,6
"Lagos,Nigeria",,,9/22/2019,September,26.3,82.6,3,rain,27.7,1013,49.8,9.1,106.3,4
"Lagos,Nigeria",,,9/23/2019,September,27,84.9,0,,20.3,1013.3,53.9,9.8,198.3,7
"Lagos,Nigeria",,,9/24/2019,September,27.5,81.8,0,,18.4,1013.6,51.2,10,175.8,6
"Lagos,Nigeria",,,9/25/2019,September,27.6,84.3,0,,16.6,1014.3,46.4,9.8,157.7,6
"Lagos,Nigeria",,,9/26/2019,September,27.5,84.3,0,,20.5,1014.2,51.1,9.8,113.7,4
"Lagos,Nigeria",,,9/27/2019,September,25.8,87.9,2,rain,16.6,1013.6,59.6,9.6,125.4,5
"Lagos,Nigeria",,,9/28/2019,September,25.3,90.4,8.7,rain,46.4,1013.7,74.2,9.3,158.3,5
"Lagos,Nigeria",,,9/29/2019,September,26.5,86,19,rain,16.6,1014.1,62.8,8.9,181.1,6
"Lagos,Nigeria",,,9/30/2019,September,26.2,89.6,13,rain,16.6,1012.4,52.1,8.9,164,6
"Lagos,Nigeria",,,10/1/2019,October,24.6,96.4,28,rain,14,1012.4,73.6,6.9,124.8,4
"Lagos,Nigeria",,,10/2/2019,October,25.7,89.1,13,rain,16.6,1014,61.1,8.2,209.4,7
"Lagos,Nigeria",,,10/3/2019,October,25.9,85.2,1,rain,24.1,1012.9,67.9,9.6,141.1,5
"Lagos,Nigeria",,,10/4/2019,October,25.4,90.4,48,rain,18.4,1011.9,68.3,9.2,155.9,6
"Lagos,Nigeria",,,10/5/2019,October,25.6,88.8,10,rain,14.8,1012.6,77.2,8.5,173,6
"Lagos,Nigeria",,,10/6/2019,October,26.6,86.4,4.1,rain,18.4,1012.9,74.4,9.6,217.6,7
"Lagos,Nigeria",,,10/7/2019,October,26.4,87.7,1,rain,16.2,1011.4,59.2,10,165.5,5
"Lagos,Nigeria",,,10/8/2019,October,25.2,93.5,28,rain,13,1011.9,76.2,8.9,129.2,5
"Lagos,Nigeria",,,10/9/2019,October,26.4,88.9,8,rain,22.3,1011.1,61.2,9.1,210.6,7
"Lagos,Nigeria",,,10/10/2019,October,27.1,87.3,14.3,rain,19.1,1011,58.8,9.9,136.1,5
"Lagos,Nigeria",,,10/11/2019,October,25.8,93,20,rain,16.6,1011.6,68.6,8.7,134.6,5
"Lagos,Nigeria",,,10/12/2019,October,24.2,96.1,0.3,rain,19.1,1012.6,66.2,7.2,88.6,3
"Lagos,Nigeria",,,10/13/2019,October,25.8,88,34,rain,18.4,1012.9,57.8,8.2,225.9,8
"Lagos,Nigeria",,,10/14/2019,October,27.2,85.9,0,,20.5,1011.7,55.7,9.1,140,5
"Lagos,Nigeria",,,10/15/2019,October,26.9,85.8,1.4,rain,31.7,1013.1,52.2,9.5,129.3,4
"Lagos,Nigeria",,,10/16/2019,October,26.4,84.2,0,,16.6,1013.3,53.2,9.3,126,4
"Lagos,Nigeria",,,10/17/2019,October,26.2,86.7,12,rain,16.6,1012.6,55.7,8.9,194.1,7
"Lagos,Nigeria",,,10/18/2019,October,25.9,91.6,6,rain,13,1012,73.9,7.5,92.6,3
"Lagos,Nigeria",,,10/19/2019,October,25.8,88.4,0.5,rain,28.4,1012,61.7,7.7,203.6,7
"Lagos,Nigeria",,,10/20/2019,October,24,96.7,86,rain,13,1013.4,66.8,7.9,149.5,5
"Lagos,Nigeria",,,10/21/2019,October,26.4,86.7,0,,16.6,1013.2,52.6,8.7,257.4,9
"Lagos,Nigeria",,,10/22/2019,October,27,86.6,0,,16.9,1012.3,59.2,9.5,190.4,8
"Lagos,Nigeria",,,10/23/2019,October,25.6,90.9,22,rain,33.5,1012,66.1,8.4,81.1,3
"Lagos,Nigeria",,,10/24/2019,October,26.9,85.8,0.9,rain,16.6,1012.2,53.9,8.5,95.2,3
"Lagos,Nigeria",,,10/25/2019,October,25.7,90.2,12,rain,16.6,1012.2,63.9,8.5,108,4
"Lagos,Nigeria",,,10/26/2019,October,26,88.8,7,rain,13.7,1012.6,51.7,8.1,138.7,5
"Lagos,Nigeria",,,10/27/2019,October,26.4,88.3,0.3,rain,15.8,1013,60.8,7.9,168,6
"Lagos,Nigeria",,,10/28/2019,October,24.1,94.2,8,rain,24.1,1013.6,57.4,8.2,180.1,6
"Lagos,Nigeria",,,10/29/2019,October,26.3,85.5,0,,15.4,1013,51.9,7.4,230.4,8
"Lagos,Nigeria",,,10/30/2019,October,26.5,88.1,5,rain,16.6,1013.4,71.9,9,219.7,8
"Lagos,Nigeria",,,10/31/2019,October,27.4,83.2,0,,17.7,1012.6,54,9.8,209.7,8
"Lagos,Nigeria",,,4/1/2020,April,28,82.8,9,rain,27.7,1011.1,47.4,9.5,122.7,5
"Lagos,Nigeria",,,4/2/2020,April,28.8,81.2,0,,24.1,1011.1,48.9,9.6,200.6,7
"Lagos,Nigeria",,,4/3/2020,April,29.8,76.8,0,,24.1,1010.9,44.5,10,129.9,5
"Lagos,Nigeria",,,4/4/2020,April,26.9,85.3,0.1,rain,31.7,1012.3,48.2,9.2,111.4,4
"Lagos,Nigeria",,,4/5/2020,April,28.7,82.2,3.9,rain,24.1,1011.7,45.6,10.1,177.2,6
"Lagos,Nigeria",,,4/6/2020,April,28.2,84.5,0.7,rain,74.2,1012.1,63.8,10,116.4,5
"Lagos,Nigeria",,,4/7/2020,April,29.1,79.1,0.2,rain,18.3,1011.5,45.6,10,152.9,5
"Lagos,Nigeria",,,4/8/2020,April,29.1,82.9,0.2,rain,18.1,1012,60.2,10,103,4
"Lagos,Nigeria",,,4/9/2020,April,30.1,77.3,0,,28.9,1010.8,51.1,10.1,148,5
"Lagos,Nigeria",,,4/10/2020,April,28.5,80.4,0.1,rain,22.3,1011.8,40.8,9.4,172.8,6
"Lagos,Nigeria",,,4/11/2020,April,29.4,80.1,0,,20.5,1012.2,43.8,9.7,158.6,5
"Lagos,Nigeria",,,4/12/2020,April,30.2,76.6,0,,22.3,1011.7,53.7,10,197.7,7
"Lagos,Nigeria",,,4/13/2020,April,30.1,77,0,,22.3,1011.4,51.8,9.6,236.2,8
"Lagos,Nigeria",,,4/14/2020,April,29.8,79.2,0,,27.7,1010.9,50.1,8.3,231.4,8
"Lagos,Nigeria",,,4/15/2020,April,30.4,77.4,0,,18.4,1011.5,47.9,8.4,218.3,7
"Lagos,Nigeria",,,4/16/2020,April,30,82.7,0,,31.7,1010.8,50.2,9.5,183.2,7
"Lagos,Nigeria",,,4/17/2020,April,29.9,80,0,,21.6,1010.8,68.6,10.1,200.3,7
"Lagos,Nigeria",,,4/18/2020,April,30.4,77.8,0,,20.5,1011.7,63.9,9.7,144.1,5
"Lagos,Nigeria",,,4/19/2020,April,28.9,83.2,0,,33.6,1013.5,64.4,9.8,103,3
"Lagos,Nigeria",,,4/20/2020,April,29.3,78.5,0,,18.9,1012.8,47.7,10,167.2,6
"Lagos,Nigeria",,,4/21/2020,April,29.5,81.5,0,,22.3,1011.8,48.1,9.7,197.2,7
"Lagos,Nigeria",,,4/22/2020,April,27.7,82.9,40,rain,46.4,1011.8,59.3,9.4,110,4
"Lagos,Nigeria",,,4/23/2020,April,28.4,81.6,2.1,rain,20.5,1011.2,46.2,9.7,145.7,5
"Lagos,Nigeria",,,4/24/2020,April,29.7,80.6,0.4,rain,28.5,1011.1,43.1,10.1,102.2,3
"Lagos,Nigeria",,,4/25/2020,April,29.4,81.6,0,,18.4,1011.5,51.5,10.1,94.5,3
"Lagos,Nigeria",,,4/26/2020,April,26.7,89.2,4,rain,29.5,1011.7,53.5,9.6,119.6,4
"Lagos,Nigeria",,,4/27/2020,April,28.4,81.1,0.3,rain,14.8,1013.3,50.8,10,170,6
"Lagos,Nigeria",,,4/28/2020,April,27.2,82.4,4,rain,16.6,1013.1,44.4,9.4,137,5
"Lagos,Nigeria",,,4/29/2020,April,28.5,83.8,3,rain,27.7,1014.3,59.7,9.7,131.1,5
"Lagos,Nigeria",,,4/30/2020,April,27.2,85.3,3,rain,16.6,1014.6,59.8,10,112.3,4
"Lagos,Nigeria",,,5/1/2020,May,28.9,77.8,0.4,rain,18.4,1014,44.9,9.7,158,6
"Lagos,Nigeria",,,5/2/2020,May,29.9,78.9,0,,18.4,1013.2,41.7,10,154.8,6
"Lagos,Nigeria",,,5/3/2020,May,27.6,84.1,1,rain,35.3,1011.6,56.3,9.5,132.1,5
"Lagos,Nigeria",,,5/4/2020,May,27.7,80.7,4,rain,24.1,1012.2,48.7,9.6,201.3,7
"Lagos,Nigeria",,,5/5/2020,May,29.4,80.3,0,,26.3,1012.5,39.3,9.8,250.9,8
"Lagos,Nigeria",,,5/6/2020,May,29.8,81.3,0,,18.9,1011.2,58.8,10.1,267.4,9
"Lagos,Nigeria",,,5/7/2020,May,29.5,82.4,0.3,rain,19.1,1010.9,55.6,10.1,221.1,7
"Lagos,Nigeria",,,5/8/2020,May,29.7,80.7,0,,16.6,1011.3,57.6,10,193.2,6
"Lagos,Nigeria",,,5/9/2020,May,29.5,80.5,0,,33.5,1011.7,50.4,10,220.1,7
"Lagos,Nigeria",,,5/10/2020,May,27.2,90,15,rain,35.3,1013.1,54.1,9.1,111.7,4
"Lagos,Nigeria",,,5/11/2020,May,27.9,84.8,0,,18.4,1014.5,56.3,9.5,116.4,4
"Lagos,Nigeria",,,5/12/2020,May,28.6,81.4,0,,16.6,1013.8,43.4,10,209.5,7
"Lagos,Nigeria",,,5/13/2020,May,28.4,78.8,0,,24.1,1013.6,43.9,9.9,147.3,4
"Lagos,Nigeria",,,5/14/2020,May,29.5,79.5,0,,25.9,1012.9,57.9,10,176.2,6
"Lagos,Nigeria",,,5/15/2020,May,29.3,81.8,0,,14.8,1012.4,56.5,9.8,116.2,4
"Lagos,Nigeria",,,5/16/2020,May,30.1,79.7,0,,18.4,1012.3,47,10,174.2,7
"Lagos,Nigeria",,,5/17/2020,May,29.9,81.4,0.1,rain,20.5,1012.5,51.8,9.9,135,4
"Lagos,Nigeria",,,5/18/2020,May,29.6,80.8,0,,17,1013.4,50.9,10,166,6
"Lagos,Nigeria",,,5/19/2020,May,26.7,87.9,11,rain,34.1,1014.2,46.1,9.7,118.6,4
"Lagos,Nigeria",,,5/20/2020,May,28.3,80.4,0.4,rain,19.8,1014.6,56.9,9.9,168.6,6
"Lagos,Nigeria",,,5/21/2020,May,29.1,81.2,0.6,rain,40.7,1015.3,57.9,10.2,181.4,7
"Lagos,Nigeria",,,5/22/2020,May,28.3,84.1,0.2,rain,18.7,1014.5,60.2,10,141.7,5
"Lagos,Nigeria",,,5/23/2020,May,29.2,79.2,0,,31.7,1013.8,60.5,10,185.5,6
"Lagos,Nigeria",,,5/24/2020,May,28.7,82.6,0,,22.3,1013.4,61.2,10,222.3,8
"Lagos,Nigeria",,,5/25/2020,May,26,90.4,11,rain,24.1,1013.3,61.7,8.8,120.7,4
"Lagos,Nigeria",,,5/26/2020,May,28,83.1,0,,16.6,1013.2,49.2,8.3,184.1,7
"Lagos,Nigeria",,,5/27/2020,May,28.7,83.2,0,,14.8,1013.2,53,10,137.2,4
"Lagos,Nigeria",,,5/28/2020,May,25.6,93.9,21,rain,51.8,1012.8,47.7,8.5,97.3,4
"Lagos,Nigeria",,,5/29/2020,May,27.5,85,0.2,rain,16.6,1012.3,54.1,8.7,133.7,5
"Lagos,Nigeria",,,5/30/2020,May,27.7,87.2,1,rain,22.3,1011.9,54.4,9.3,103.4,4
"Lagos,Nigeria",,,5/31/2020,May,28,82.8,8.1,rain,18.7,1012.7,76.3,10,118.6,4
"Lagos,Nigeria",,,6/1/2020,June,27.1,85.6,3.8,rain,23,1013.7,68.1,9.7,164.7,6
"Lagos,Nigeria",,,6/2/2020,June,25.4,87.2,21,rain,22.3,1013.7,54.6,7.7,168.2,7
"Lagos,Nigeria",,,6/3/2020,June,28,83.8,0.4,rain,14.8,1013.5,52.4,8.6,165,5
"Lagos,Nigeria",,,6/4/2020,June,27.4,88.3,0.9,rain,14.8,1013.5,47.1,9.2,103.3,4
"Lagos,Nigeria",,,6/5/2020,June,28.3,82.1,23,rain,18.4,1014.3,53.9,9.4,139.7,5
"Lagos,Nigeria",,,6/6/2020,June,28,85.6,3.6,rain,18.4,1014.7,67.9,9.5,100.7,4
"Lagos,Nigeria",,,6/7/2020,June,26.7,87.1,52,rain,16.9,1014,60.1,9,172.5,6
"Lagos,Nigeria",,,6/8/2020,June,28.2,83.9,0,,16.6,1013.1,52.4,9.5,123.8,4
"Lagos,Nigeria",,,6/9/2020,June,27.2,80.1,2.1,rain,40,1013.6,54.7,10.1,104.4,4
"Lagos,Nigeria",,,6/10/2020,June,28.4,81.6,0.1,rain,16.6,1013.8,57.1,9.9,112.4,4
"Lagos,Nigeria",,,6/11/2020,June,27.2,85.6,0,,20.1,1014.6,58.3,9.5,196.6,7
"Lagos,Nigeria",,,6/12/2020,June,26.3,89.2,0,,11.2,1013.1,47.3,10,126.5,4
"Lagos,Nigeria",,,6/13/2020,June,27,84,0.1,rain,15.5,1013.5,57.6,9.9,176.1,6
"Lagos,Nigeria",,,6/14/2020,June,26.9,89.2,15,rain,14.8,1014.2,68.5,9.7,115.7,4
"Lagos,Nigeria",,,6/15/2020,June,27,89.4,15,rain,16.6,1014.4,59.7,9.3,170.7,6
"Lagos,Nigeria",,,6/16/2020,June,27.8,87.7,0.2,rain,18.4,1013.3,62.1,9.4,171.3,6
"Lagos,Nigeria",,,6/17/2020,June,26,93.6,45,rain,16.6,1013.1,66.9,8.5,111.4,4
"Lagos,Nigeria",,,6/18/2020,June,23.9,98.3,56,rain,18.4,1014.9,70.2,6.5,105.8,4
"Lagos,Nigeria",,,6/19/2020,June,26.2,85.9,0,,14.9,1015.1,48.1,9,118,4
"Lagos,Nigeria",,,6/20/2020,June,25.8,89.7,0,,18.4,1014.9,65.7,7.6,160.6,5
"Lagos,Nigeria",,,6/21/2020,June,25.6,91.8,37,rain,19.4,1014.3,60.5,6.9,240.1,8
"Lagos,Nigeria",,,6/22/2020,June,24.6,96.5,22,rain,20.5,1013.4,66.6,6.3,143.4,5
